from_id,from_name,message,created_time,type,link,id,story,likes_count,comments_count,shares_count,id_post
280994653587,Transparência Brasil,A unidade da EMEI Favo de Mel em Gravataí-RS está inacabada. Isso tem que ser fiscalizado e a entrega precisa ser rápida. Baixe o APP Tá de Pé no seu celular Android e fiscalize. A gente precisa ficar no pé. Tá com a gente nessa? Baixe aqui: https://goo.gl/AvL5wq #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP,2017-09-13T14:00:00+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155722966358588/?type=3,280994653587_10155722969988588,,1992,0,8,10155722969988588
280994653587,Transparência Brasil,"Inscrições >>>  https://ingresseiro.com.br/evento/hackathon-transparencia-brasil . 
São 40 vagas disponíveis, sendo 10 vagas reservadas para mulheres e 10 vagas reservadas para pretos, pardos e indígenas. 

Nos dias 30 de setembro e 1o. de outubro A Transparência Brasil e a Pandô Apps realizarão a Primeira Hackathon “Tá de Pé” no Teatro Christiane Riêra em Itajubá-MG. Os participantes terão 24 horas para desenvolver soluções utilizando informações das obras de escolas e creches públicas disponíveis no aplicativo Tá de Pé. O evento conta com o apoio do Google.Org, SEBRAE, UNIFEI, INCIT e da Prefeitura Municipal de Itajubá.

Dúvidas sobre o evento deverão ser encaminhadas para tadepe@transparencia.org.br .

Conheça o regulamento do evento: https://goo.gl/jnQumC

Para saber mais sobre o aplicativo Tá de Pé, acesse www.tadepe.org.br.",2017-09-13T13:44:10+0000,event,https://www.facebook.com/events/1721257198170412/,280994653587_1721257198170412,Transparência Brasil added an event.,13,1,0,1721257198170412
280994653587,Transparência Brasil,"Conhece alguém interessado em cobrar e fiscalizar o poder público e que more perto de Porto Alegre? Já estão abertas as inscrições para curso gratuito sobre a #LeideAcesso à Informação! 

O curso acontece em 30 de setembro e faz parte do projeto #AchadosePedidos, portal que reúne solicitações de acesso à informação de todo Brasil, uma parceria entre a Transparência Brasil e a Abraji
Saiba mais no link: https://goo.gl/MZK4uu",2017-09-12T15:20:16+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155736606458588/?type=3,280994653587_10155736608003588,,21,4,6,10155736608003588
280994653587,Transparência Brasil,"A EMEI de Pelotas-RS está desse jeito: paralisada! Enquanto isso, cerca de 14.000 crianças não têm acesso a creches. Você pode fiscalizar e agilizar a entrega da EMEI. Baixe o APP Tá de Pé no seu Android e ajude a sua comunidade: https://goo.gl/s8cxFv #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-09-11T14:00:00+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155722952518588/?type=3,280994653587_10155722953743588,,1936,0,5,10155722953743588
280994653587,Transparência Brasil,Cobre a entrega da escola ou creche. Fiscalize você mesmo usando o APP Tá de Pé. É fácil de usar e dá resultado. Baixe agora mesmo no seu Android:  https://goo.gl/qtZsKx  #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP,2017-09-10T14:00:00+0000,video,https://www.facebook.com/brasil.transparencia/videos/10155722937263588/,280994653587_10155722937263588,,10,0,0,10155722937263588
280994653587,Transparência Brasil,"A Unidade Proinfância Jardim das Américas em Goioêre-PR, está assim: ATRASADA. Morador, fiscalize pelo APP Tá de Pé e agilize a entrega desta obra na comunidade. Baixe grátis no celular Android: https://goo.gl/FS7M8b  #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-09-09T14:00:00+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155722919108588/?type=3,280994653587_10155722931298588,,4154,0,9,10155722931298588
280994653587,Transparência Brasil,"O Tá de Pé é um aplicativo criado para você, aluno, fiscalizar obras de escolas em todo o Brasil. Baixe no seu celular Android e faça valer os seus diretos de cidadão. https://goo.gl/fwMTYU #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-09-07T14:00:26+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155722852093588/?type=3,280994653587_10155722859233588,,4077,0,13,10155722859233588
280994653587,Transparência Brasil,Há 4 meses a obra da creche Hípica Pinheiro em Taubaté-SP tinha indícios de atrasos. O prazo para a entrega é dia 22 de dezembro! Ajude a fiscalizar e pressione a prefeitura para que a creche seja entregue a tempo! Baixe o Tá de Pé e fique no pé! Comente:https://goo.gl/VvKFmW #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP,2017-09-05T15:53:45+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155717717028588/?type=3,280994653587_10155717728333588,,3700,1,9,10155717728333588
280994653587,Transparência Brasil,"Faça a sua parte, fiscalize obras de creches e escolas do governo para que não fiquem paradas e  #FiqueNoPé. Baixe o APP Tá De Pé  e comece a mudar a sua história: https://goo.gl/87gfWE #TádePé #TransparênciaBrasil #Fiscalização #Cidadão #APP",2017-08-31T17:00:00+0000,video,https://www.facebook.com/brasil.transparencia/videos/10155702866653588/,280994653587_10155702866653588,,56,2,10,10155702866653588
280994653587,Transparência Brasil,"Veja como é simples usar o aplicativo Tá de Pé e cobrar as obras do governo:
1: Baixe o APP grátis no seu celular Android https://goo.gl/V6tgYj  
2: Encontre pelo APP uma escola ou creche em construção perto de você e vá até lá.
3: Tire fotos da obra com o APP.
4: A Prefeitura tem 15 dias para responder e informar uma nova data de entrega da obra.
#TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-08-30T17:00:43+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155699946878588/?type=3,280994653587_10155699962208588,,3602,1,41,10155699962208588
280994653587,Transparência Brasil,Chega de obra que não sai. Isso mesmo. Baixe o aplicativo Tá de Pé e fiscalize construções de escolas e creches da onde você mora. É fácil de usar e ajudará o Brasil a andar para frente: https://goo.gl/x9MGYX #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP,2017-08-28T14:00:30+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155693306208588/?type=3,280994653587_10155693327158588,,5244,3,38,10155693327158588
280994653587,Transparência Brasil,"Evento de um ano do Desafio Google de Impacto Social com o lançamento do app vencedor, o ""Tá de Pé"", que permite o monitoramento cidadão da construção de escolas e creches do Brasil.  Baixe aqui e faça parte desse movimento: https://goo.gl/SnbDaq",2017-08-24T22:49:53+0000,video,https://www.facebook.com/GoogleBrasil/videos/1738591549778113/,280994653587_10155683307168588,Transparência Brasil shared a video.,16,2,0,10155683307168588
280994653587,Transparência Brasil,"Todo dia você passa e nada da escola ou creche ficarem prontas? Você pode fiscalizar. Com a sua ajuda, essas obras podem ficar prontas rapidinho. Quer saber como? Baixe o APP Tá de Pé, busque a obra perto de você e fiscalize. Sua ajuda vai fazer da sua cidade um lugar melhor. Baixe o APP: http://bit.ly/2vqlf59 #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-08-24T12:00:09+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155681581758588/?type=3,280994653587_10155681588283588,,4722,3,48,10155681588283588
280994653587,Transparência Brasil,"Com o aplicativo Tá De Pé, você e a sua comunidade poderão fiscalizar e ficar no pé para pressionar pela entrega de obras de creches e escolas. E tudo confidencial. Baixe o APP e ajude a construir um Brasil melhor: http://bit.ly/2vqlf59 #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-08-22T16:49:04+0000,video,https://www.facebook.com/brasil.transparencia/videos/10155676365843588/,280994653587_10155676365843588,,41,1,18,10155676365843588
280994653587,Transparência Brasil,Você sabia que 46% das obras de creches e escolas financiadas pelo Governo Federal estão paradas ou atrasadas? Você pode mudar essa realidade. Baixe o aplicativo Tá de Pé e ajude a sua comunidade a cobrar a entrega dessas obras. Conheça o APP: http://bit.ly/2vqlf59 #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP,2017-08-20T14:04:11+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155670276658588/?type=3,280994653587_10155670282598588,,5335,4,37,10155670282598588
280994653587,Transparência Brasil,"Dinheiro público não nasce em árvore, por isso, a gente tem que ficar no pé. Com o APP Tá de Pé, você fiscaliza e cobra a entrega daquela obra. Quer mais? É tudo confidencial. Baixe e participe desse movimento por uma educação melhor no Brasil http://bit.ly/2vqlf59 #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-08-19T13:00:00+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155665568823588/?type=3,280994653587_10155665585853588,,358,0,25,10155665585853588
280994653587,Transparência Brasil,Conheça o APP que fiscaliza e cobra as obras de creches e escolas públicas. Assistam! Baixe aqui: http://bit.ly/2wWrwUI  #TádePé #TransparênciaBrasil,2017-08-18T17:06:26+0000,video,https://youtu.be/AGjglveOsKI,280994653587_10155664923803588,,4312,2,65,10155664923803588
280994653587,Transparência Brasil,"Quer pressionar o governo a entregar aquela obra perto da sua casa que nunca termina? Baixe o aplicativo Tá de Pé. Com ele, você fiscaliza e cobra a entrega de obras de escolas e creches. Baixe no seu Android: http://bit.ly/2vqlf59 #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-08-16T16:57:08+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155659209908588/?type=3,280994653587_10155659221198588,,4029,2,68,10155659221198588
280994653587,Transparência Brasil,"46% das obras de creches e escolas financiadas pelo governo federal estão paradas ou atrasadas, e até agora foram gastos cerca de R$1,5 bi em obras paradas. Os dados fazem parte do relatório da Transparência Brasil para o projeto #TádePé. Para mães entrevistadas, a falta de creches as impede de procurar emprego.
Veja a reportagem completa abaixo, destaque no Bom Dia Brasil:",2017-08-14T13:03:48+0000,video,http://g1.globo.com/bom-dia-brasil/videos/t/edicoes/v/metade-das-creches-municipais-financiadas-pelo-governo-em-10-anos-nao-esta-pronta/6076167/,280994653587_10155653113458588,,32,3,26,10155653113458588
280994653587,Transparência Brasil,"Você vai conhecer uma novidade que vai mudar o jeito do brasileiro de fiscalizar as obras do governo: o APP Tá de Pé, criado pela Transparência Brasil. Os cidadãos poderão monitorar obras de escolas e creches municipais financiadas pelo Governo Federal. E o melhor, sem expor informações de quem está no pé. Fique ligado. 
Baixe agora: http://bit.ly/2vqlf59 #TádePé #TransparênciaBrasil #FiqueNoPé #Fiscalização #Cidadão #APP",2017-08-14T10:00:00+0000,photo,https://www.facebook.com/brasil.transparencia/photos/a.10151083760558588/10155651926493588/?type=3,280994653587_10155651929008588,,66,2,47,10155651929008588
