id,nome,situacao,municipio,uf,cep,logradouro,bairro,percentual_de_execucao,data_prevista_de_conclusao_da_obra,tipo_do_projeto,rede_de_ensino_publico,nome_da_entidade,visivel_no_app,grupo_controle
1410,830162 - Escola de EducaÁ„o Infantil - Alfenas/MG,ConcluÌda,Alfenas,MG,37130000,Av Jovino Fernandes Salles,Jardim Tropical,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ALFENAS,0,0
1411,710285 - Escola de EducaÁ„o Infantil - Alterosa/MG,ConcluÌda,Alterosa,MG,37145000,Rua Seila Alves de Lima,Jardim das Alterosa ,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ALTEROSA,0,0
1412,710299 - Escola de EducaÁ„o Infantil - Tipo B - Tangu·/RJ,ConcluÌda,Tangu√°,RJ,24890000,Rua Quinze de nove,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE TANGUA,0,0
1413,710274 - Escola de EducaÁ„o Infantil - Sacramento/MG,ConcluÌda,Sacramento,MG,,"","",100,2015-08-28,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SACRAMENTO,0,0
1414,830293 - Escola de EducaÁ„o Inf - Santa Maria do Salto/MG,Obra Cancelada,Santa Maria do Salto,MG,39928000,Rua Felicidade Costa,Centro,0,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SANTA MARIA DO SALTO,0,0
1415,700021 - Escola de EducaÁ„o Infantil - JandaÌra/RN,Inacabada,Janda√≠ra,RN,59594000,Rua AristÛfanes Fernandes,Centro,83.35,2015-12-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,Prefeitura Municipal de JandaÌra,0,0
1416,710266 - Escola de EducaÁ„o Infantil - AmÈrico de Campos/SP,ConcluÌda,Am√©rico de Campos,SP,15550000,Avenida Paulo Della Coleta,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE AMERICO DE CAMPOS,0,0
1417,700116 - Escola de EducaÁ„o Infantil - Tipo B - Anal‚ndia/SP,ConcluÌda,Anal√¢ndia,SP,13550000,Avenida Um,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DA EST¬NCIA CHIM¡TICA DE ANALANDIA,0,0
1418,710232 - Escola de EducaÁ„o Infantil - Anhumas/SP,ConcluÌda,Anhumas,SP,19580000,Rua Domingos Ferreira de Medeiros,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ANHUMAS,0,0
1419,830004 - Escola de EducaÁ„o Infantil - Tipo B - Pesqueira/PE,ConcluÌda,Pesqueira,PE,55200000,Loteamento Luiz de Oliveira Neves,Prado,87.34,2017-06-09,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PESQUEIRA,0,0
1420,830163 - Escola de EducaÁ„o Infantil - Araguari/MG,ConcluÌda,Araguari,MG,38443112,Rua das Palmeiras,S„o Sebasti„o,100,2017-03-02,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARAGUARI,0,0
1421,830295 - Escola de EducaÁ„o Infantil - Arceburgo/MG,ConcluÌda,Arceburgo,MG,37820000,Rua Coronel Lucas Magalh„es,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE ARCEBURGO,0,0
1422,830289 - Escola de EducaÁ„o Infantil - Argirita/MG,ConcluÌda,Argirita,MG,36710000,Rua JosÈ Augusto Chaves,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARGIRITA,0,0
1423,830165 - Escola de EducaÁ„o Infantil - Rio Pardo de Minas/MG,ConcluÌda,Rio Pardo de Minas,MG,39530000,Av. Espinosa,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE RIO PARDO DE MINAS - MG,0,0
1424,830376 - Escola de EducaÁ„o Infantil - Rio Pomba/MG,ConcluÌda,Rio Pomba,MG,36180000,Rua Domingos In·cio,Centro,100,2013-11-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE RIO POMBA,0,0
1425,710064 - Escola de EducaÁ„o Infantil - Brejinho de NazarÈ/TO,ConcluÌda,Brejinho de Nazar√©,TO,77560000,"","",100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BREJINHO DE NAZARE,0,0
1426,830025 - Escola de EducaÁ„o Infantil - Salgueiro/PE,ConcluÌda,Salgueiro,PE,56000000,Rua Ot·vio Leitinho,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SALGUEIRO,0,0
1427,830015 Escola de EducaÁ„o Inf - Santa Cruz do Capibaribe/PE,ConcluÌda,Santa Cruz do Capibaribe,PE,55190000,Rua Major Negrinho,Bairro Novo,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SANTA CRUZ DO CAPIBARIBE,0,0
1428,700013 - Escola de EducaÁ„o Infantil - Lagoa de Pedras/RN,ConcluÌda,Lagoa de Pedras,RN,59244000,Rua Coronel Francisco Tomaz,Centro,100,2014-09-03,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE LAGOA DE PEDRAS,0,0
1429,700045 - Escola de EducaÁ„o Infantil - Tipo B- LuÌs Gomes/RN,Planejamento pelo proponente,Lu√≠s Gomes,RN,59940000,Rua Doutor Adolfo Paulino,Centro,0,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE LUIS GOMES,0,0
1430,830096 - Escola de EducaÁ„o Infantil - MacaÌba/RN,ConcluÌda,Maca√≠ba,RN,59280000,Rua Projetada s/n,TraÌras,100,2015-01-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE MACAIBA,0,0
1431,700034 Escola de EducaÁ„o Infantil - Ouro Branco/AL,ConcluÌda,Ouro Branco,AL,57525000,Rua Sebasti„o Vieira da Rocha,Centro,100,2015-07-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OURO BRANCO,0,0
1432,830103 -Escola de EducaÁ„o Infantil - Formoso do Araguaia/TO,ConcluÌda,Formoso do Araguaia,TO,77470000,Rua Rio Formoso,Setor Central,89.31,2016-11-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE FORMOSO DO ARAGUAIA,0,0
1433,830097 - Escola de EducaÁ„o Infantil - GuaraÌ/TO,ConcluÌda,Guara√≠,TO,77700000,Rua da Liberdade com Av. Paulista,Setor Alvorada 2™ etapa,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE GUARAI,0,0
1434,710278 - Escola de EducaÁ„o Infantil - Curralinhos/PI,ConcluÌda,Curralinhos,PI,64453000,Avenida Boa EsperanÁa,Centro,96.54,2014-06-03,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CURRALINHOS,0,0
1435,830008 - Escola de EducaÁ„o Infantil - LucrÈcia/RN,ConcluÌda,Lucr√©cia,RN,59805000,Avenida Luiz Solano,Centro,99.24,2015-11-03,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE LUCRECIA,0,0
1436,830013 - Escola de EducaÁ„o Infantil - Major Sales/RN,Planejamento pelo proponente,Major Sales,RN,59945000,Rua Jose Viana Pereira,Centro,99.27,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE MAJOR SALES,0,0
1437,830092 - Escola de EducaÁ„o Infantil - Oliveira/MG,Planejamento pelo proponente,Oliveira,MG,35540000,Alameda Nossa Senhora de F·tima,Cabrais,97.88,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OLIVEIRA,0,0
1438,710041 - Escola de EducaÁ„o Infantil -Tipo B- Ouro Branco/MG,ConcluÌda,Ouro Branco,MG,36420000,Av. Ouro Preto,1∞ de Maio,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OURO BRANCO,0,0
1439,830151 - Escola de EducaÁ„o Infantil - Tipo B - Ouro Fino/MG,ConcluÌda,Ouro Fino,MG,37570000,Rua Projetada (Rua 1),Centro,100,2014-12-31,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE OURO FINO,0,0
1441,830421 - Escola de EducaÁ„o Infantil - Papagaios/MG,ConcluÌda,Papagaios,MG,35669000,Rua Principal,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PAPAGAIOS,0,0
1442,710115 - Escola de EducaÁ„o Infantil - Par· de Minas/MG,ConcluÌda,Par√° de Minas,MG,35661249,Rua Altino Correia Viana,Jardim Beatriz,100,2015-04-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PARA DE MINAS,0,0
1443,830282 - Escola de EducaÁ„o Infantil - Tipo B - Aracoiaba/CE,ConcluÌda,Aracoiaba,CE,62750000,Rua Coronel Raimundo de Castro e Silva,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARACOIABA,0,0
1444,830287 - Escola de EducaÁ„o Infantil - ParaisÛpolis/MG,Inacabada,Parais√≥polis,MG,37660000,Travessa Dr. ¡lvaro Augusto de Almeida,Centro,38.07,2015-06-30,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PARAISOPOLIS,0,0
1445,830299 - Escola de EducaÁ„o Infantil - Passos/MG,ConcluÌda,Passos,MG,37900000,Rua Realino Cassiano Alves,Morada Nova,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PASSOS,0,0
1446,830212 - Escola de EducaÁ„o Infantil - Patos de Minas/MG,ConcluÌda,Patos de Minas,MG,38701634,Rua AmazÌlio Ferreira de Camargos,Nossa Senhora de F·tima,100,2014-03-26,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PATOS DE MINAS,0,0
1447,710057 - Escola de EducaÁ„o Inf - S„o GonÁalo do PiauÌ/PI,ConcluÌda,S√£o Gon√ßalo do Piau√≠,PI,64435000,Rua Adonias Coelho,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE SAO GONCALO DO PIAUI,0,0
1449,710158 - Escola de EducaÁ„o Infantil - Bar„o de Antonina/SP,ConcluÌda,Bar√£o de Antonina,SP,18490000,Av. Brasilia,Centro,100,2014-01-25,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BARAO DE ANTONINA,0,0
1450,830248 - Escola de EducaÁ„o Infantil - ParnaÌba/PI,ConcluÌda,Parna√≠ba,PI,64216290,Rua Faustino Bastos,S„o Vicente de Paula,100,2013-12-27,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE PARNAÕBA,0,0
1451,830118 - Escola de EducaÁ„o Infantil - Prata do PiauÌ/PI,ConcluÌda,Prata do Piau√≠,PI,64370000,Rua Cineas M. Melo,Cer‚mica,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PRATA DO PIAUI,0,0
1452,830318 - Escola de EducaÁ„o Infantil - Araraquara/SP,ConcluÌda,Araraquara,SP,14806467,Rua JosÈ Rodrigues dos Santos,Jardim Indai·,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARARAQUARA,0,0
1453,830354 - Escola de EducaÁ„o Infantil - Batatais/SP,ConcluÌda,Batatais,SP,14300000,rua hugo fiocco,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE BATATAIS,0,0
1454,830216 - Escola de EducaÁ„o Infantil - Bauru/SP,ConcluÌda,Bauru,SP,17026834,Rua Luiz MarcÌlio Bernardo,N˙cleo Habitacional Nobuji Nagasawa,96.18,2013-11-18,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BAURU,0,0
1455,830317 - Escola de EducaÁ„o Infantil - Bebedouro/SP,ConcluÌda,Bebedouro,SP,14706234,Alameda Doutor PlÌnio de Brito,Jardim CalifÛrnia,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BEBEDOURO,0,0
1456,830024 - Escola de EducaÁ„o Infantil - Surubim/PE,ConcluÌda,Surubim,PE,55750000,Rua AnÌbal Silva Rego,Coqueiro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SURUBIM,0,0
1458,830310 Escola de EducaÁ„o Infantil - ParaÌso do Tocantins/TO,Inacabada,Para√≠so do Tocantins,TO,77600000,"Rua Mamede Bucar, QR 22",Setor Central,11.72,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE PARAISO DO TOCANTINS,0,0
1459,700024 - Escola de EducaÁ„o Infantil - S·tiro Dias/BA,ConcluÌda,S√°tiro Dias,BA,48485000,PraÁa Juracy Magalh„es Junior,Centro,100,2015-10-23,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SATIRO DIAS,0,0
1460,700046 - Escola de EducaÁ„o Infantil - Araripe/CE,ConcluÌda,Araripe,CE,63170000,"RUA L, LOTEAMENTO NOVO ARARIPE,",BAIRRO SIPA⁄BA,100,2014-03-13,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ARARIPE,0,0
1461,710045 - Escola de EducaÁ„o Infantil - Bela Cruz/CE,ConcluÌda,Bela Cruz,CE,62570000,Rua Coronel Duca,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,MUNICIPIO DE BELA CRUZ/PREFEITURA MUNICIPAL,0,0
1462,710287 - Escola de EducaÁ„o Infantil - Brejo Santo/CE,Planejamento pelo proponente,Brejo Santo,CE,63260000,Rua Napole„o Ara˙jo Lima,Centro,0,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BREJO SANTO,0,0
1463,830032 - Escola de EducaÁ„o Infantil - Camocim/CE,ConcluÌda,Camocim,CE,62400000,Rua Projetada,S„o Francisco,100,2015-06-25,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CAMOCIM,0,0
1464,700030 - Escola de EducaÁ„o Infantil - VitÛria do Xingu/PA,ConcluÌda,Vit√≥ria do Xingu,PA,68383000,Avenida Manoel FÈlix de Farias,Centro,100,2016-03-01,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE VITORIA DO XINGU,0,0
1465,830066 - Escola de EducaÁ„o Infantil - Barbalha/CE,ConcluÌda,Barbalha,CE,63180000,"","",100,2014-02-12,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BARBALHA,0,0
1466,830434 -Escola de EducaÁ„o Infantil - Teixeira de Freitas/BA,ConcluÌda,Teixeira de Freitas,BA,45995000,Rua Jo„o Trinta,Tancredo Neves,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE TEIXEIRA DE FREITAS,0,0
1467,830041 - Escola de EducaÁ„o Infantil - Caucaia/CE,ConcluÌda,Caucaia,CE,61600000,Avenida 01,Nova MetrÛpole V,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CAUCAIA,0,0
1468,710007 - Escola de EducaÁ„o Infantil - Cruz/CE,ConcluÌda,Cruz,CE,62595000,Av. Ismael Manuel,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CRUZ,0,0
1469,830060 - Escola de EducaÁ„o Infantil - PompÈu/MG,ConcluÌda,Pomp√©u,MG,35640000,Rua Paran·,Nossa Senhora da ConceiÁ„o,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE POMPEU,0,0
1470,710061 - Escola de EducaÁ„o Infantil - Boituva/SP,ConcluÌda,Boituva,SP,18550000,Av. Carmem Violeta Ferriello Holtz,Terras de Santa Cruz,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BOITUVA,0,0
1471,710309 - Escola de EducaÁ„o Inf - Bom Jesus dos Perdıes/SP,Planejamento pelo proponente,Bom Jesus dos Perd√µes,SP,12955000,Rua Jo„o Franco de Camargo,Centro,0,,MI - Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE BOM JESUS DOS PERDOES,0,0
1472,710162 - Escola de EducaÁ„o Infantil - Estrela do Indai·/MG,ConcluÌda,Estrela do Indai√°,MG,35613000,Rua C‚ndido Rodrigues,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE ESTRELA DO INDAIA,0,0
1475,830268 - Escola de EducaÁ„o Infantil - Cabeceira Grande/MG,ConcluÌda,Cabeceira Grande,MG,38625000,RUA DEPUTADO MANOEL JOS… DE ALMEIDA,Centro,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE CABECEIRA GRANDE,0,0
1476,830161 - Escola de EducaÁ„o Infantil - Herval dOeste/SC,ConcluÌda,Herval d'Oeste,SC,89610000,Rua Nereu Ramos,Centro,100,2013-12-10,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE HERVAL DOESTE,0,0
1477,830198 - Escola de EducaÁ„o Infantil - Ibirama/SC,ConcluÌda,Ibirama,SC,89143000,Rua Vidal Ramos Junior,Distrito de DalbÈrgia,100,,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE IBIRAMA,0,0
1478,710193 - Escola de Educ Infantil - S„o Miguel das Missıes/RS,ConcluÌda,S√£o Miguel das Miss√µes,RS,98865000,Rua Arnaldo Daher Boays,ALEGRIA,100,2013-08-15,Escola de EducaÁ„o Infantil Tipo B,Municipal,PREF MUN DE SAO MIGUEL DAS MISSOES,0,0
