id,nome,situacao,municipio,uf,cep,logradouro,bairro,percentual_de_execucao,data_prevista_de_conclusao_da_obra,tipo_do_projeto,rede_de_ensino_publico,nome_da_entidade,visivel_no_app,grupo_controle
1380,700037 - Escola de Educação Inf - Novo Oriente do Piauí/PI,Inacabada,Novo Oriente do Piauí,PI,64530000,AV. SANTO AMARO,GIL MARQUES,99.98,2016-12-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE NOVO ORIENTE DO PIAUI,0,0
1381,700080 - Escola de Educação Infantil - Oeiras/PI,Inacabada,Oeiras,PI,64500000,Praça da Vitória,Centro,72.3,2017-06-26,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE OEIRAS,0,0
1382,830240 - Escola de Educação Infantil - Tianguá/CE,Concluída,Tianguá,CE,62320000,Rua José Gomes Diniz,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE TIANGUA,0,0
1383,830022 - Escola de Educação Infantil - Baraúna/RN,Concluída,Baraúna,RN,59695000,Avenida Jerônimo Rosado,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE BARAUNA,0,0
1385,700076 - Escola de Educação Infantil - Humaitá/AM,Obra Cancelada,Humaitá,AM,69800000,Rua Padre José de Souza Pena,São Pedro,0,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE HUMAITA,0,0
1386,830030 - Escola de Educação Infantil - Pirapemas/MA,Inacabada,Pirapemas,MA,65460000,Rua Antônio Ribeiro,Centro,36.99,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PIRAPEMAS,0,0
1387,830273 - Escola de Educação Infantil - Presidente Dutra/MA,Concluída,Presidente Dutra,MA,65760000,Praça São Sebastião,Centro,100,2014-08-27,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PRESIDENTE DUTRA,0,0
1389,830391 Escola de Educação Infantil - Lajeado/TO,Concluída,Lajeado,TO,77645000,Rua João Batalha,Setor Central,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE LAJEADO,0,0
1391,830359 - Escola de Educação Infantil - Brotas/SP,Concluída,Brotas,SP,17380000,Rua Henrique Osti,Jardim Modelo,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BROTAS,0,0
1392,710131 - Escola de Educação Infantil - Tipo B - Buritizal/SP,Concluída,Buritizal,SP,14570000,Rua Paraná,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BURITIZAL,0,0
1393,830352 - Escola de Educação Infantil - Caconde/SP,Concluída,Caconde,SP,13770000,"RUA AUGUSTO MARTINS DE OLIVEIRA, ESQ. C/ RUA HEITOR TARDELLI",Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CACONDE,0,0
1395,830095 - Escola de Educação Infantil - Pentecoste/CE,Concluída,Pentecoste,CE,62640000,Rua José Rodrigues Machado,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PENTECOSTE,0,0
1396,700130 - Escola de Educação Infantil - Goianésia do Pará/PA,Concluída,Goianésia do Pará,PA,"","","",100,2016-09-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GOIANESIA DO PARA,0,0
1397,700074 - Escola de Educação Inf - Colônia do Gurguéia/PI,Concluída,Colônia do Gurguéia,PI,64885000,Avenida Juscelino Kubitschek,Centro,100,2015-10-25,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE COLONIA DO GURGUEIA,0,0
1400,830143 - Escola de Educação Infantil - Porteirinha/MG,Concluída,Porteirinha,MG,39520000,RUA BERTO MIRANDA,VILA GUARÁ,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PORTEIRINHA,0,0
1401,830123 - Escola de Educação Infantil - Poté/MG,Concluída,Poté,MG,39827000,Avenida Sao Tiago,Centro,92.1,2015-03-14,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE POTE,0,0
1402,830266 - Escola de Educação Infantil - Fortaleza/CE,Concluída,Fortaleza,CE,60745640,Rua N,Bairro Itaperi,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE FORTALEZA,0,0
1403,830166 - Escola de Educação Infantil - Itapipoca/CE,Concluída,Itapipoca,CE,62500000,Rua Coronel Bento Alves,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ITAPIPOCA,0,0
1404,830186 - Escola de Educação Infantil - Guaiúba/CE,Concluída,Guaiúba,CE,61890000,Rua Antonio Eumiro de Sousa,Caixa d'Água,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GUAIUBA,0,0
1405,830044 - Escola de Educação Infantil - Recreio/MG,Concluída,Recreio,MG,36740000,Rua Julio Martins,Centro,100,2012-02-20,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE RECREIO,0,0
1407,700078 - Escola de Educação Infantil - Encanto/RN,Obra Cancelada,Encanto,RN,59905000,Rua Sete de Setembro,Centro,0,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ENCANTO,0,0
1408,710117 - Escola de Educação Infantil - Fernando Pedroza/RN,Concluída,Fernando Pedroza,RN,59517000,Rua Vereador João Salviano Sobrinho,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE FERNANDO PEDROSA,0,0
1409,700031 - Escola de Educação Infantil - Jaguaribara/CE,Concluída,Jaguaribara,CE,63490000,Rua Zacarias Silveira,Centro,95.19,2015-06-29,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE JAGUARIBARA,0,0
1410,830162 - Escola de Educação Infantil - Alfenas/MG,Concluída,Alfenas,MG,37130000,Av Jovino Fernandes Salles,Jardim Tropical,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ALFENAS,0,0
1411,710285 - Escola de Educação Infantil - Alterosa/MG,Concluída,Alterosa,MG,37145000,Rua Seila Alves de Lima,Jardim das Alterosa ,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ALTEROSA,0,0
1412,710299 - Escola de Educação Infantil - Tipo B - Tanguá/RJ,Concluída,Tanguá,RJ,24890000,Rua Quinze de nove,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE TANGUA,0,0
1413,710274 - Escola de Educação Infantil - Sacramento/MG,Concluída,Sacramento,MG,"","","",100,2015-08-28,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SACRAMENTO,0,0
1414,830293 - Escola de Educação Inf - Santa Maria do Salto/MG,Obra Cancelada,Santa Maria do Salto,MG,39928000,Rua Felicidade Costa,Centro,0,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SANTA MARIA DO SALTO,0,0
1415,700021 - Escola de Educação Infantil - Jandaíra/RN,Inacabada,Jandaíra,RN,59594000,Rua Aristófanes Fernandes,Centro,83.35,2015-12-31,Escola de Educação Infantil Tipo B,Municipal,Prefeitura Municipal de Jandaíra,0,0
1416,710266 - Escola de Educação Infantil - Américo de Campos/SP,Concluída,Américo de Campos,SP,15550000,Avenida Paulo Della Coleta,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE AMERICO DE CAMPOS,0,0
1417,700116 - Escola de Educação Infantil - Tipo B - Analândia/SP,Concluída,Analândia,SP,13550000,Avenida Um,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DA ESTÂNCIA CHIMÁTICA DE ANALANDIA,0,0
1418,710232 - Escola de Educação Infantil - Anhumas/SP,Concluída,Anhumas,SP,19580000,Rua Domingos Ferreira de Medeiros,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ANHUMAS,0,0
1419,830004 - Escola de Educação Infantil - Tipo B - Pesqueira/PE,Inacabada,Pesqueira,PE,55200000,Loteamento Luiz de Oliveira Neves,Prado,87.34,2017-06-09,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PESQUEIRA,0,0
1420,830163 - Escola de Educação Infantil - Araguari/MG,Concluída,Araguari,MG,38443112,Rua das Palmeiras,São Sebastião,100,2017-03-02,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARAGUARI,0,0
1421,830295 - Escola de Educação Infantil - Arceburgo/MG,Concluída,Arceburgo,MG,37820000,Rua Coronel Lucas Magalhães,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE ARCEBURGO,0,0
1422,830289 - Escola de Educação Infantil - Argirita/MG,Concluída,Argirita,MG,36710000,Rua José Augusto Chaves,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARGIRITA,0,0
1423,830165 - Escola de Educação Infantil - Rio Pardo de Minas/MG,Concluída,Rio Pardo de Minas,MG,39530000,Av. Espinosa,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE RIO PARDO DE MINAS - MG,0,0
1424,830376 - Escola de Educação Infantil - Rio Pomba/MG,Concluída,Rio Pomba,MG,36180000,Rua Domingos Inácio,Centro,100,2013-11-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE RIO POMBA,0,0
1425,710064 - Escola de Educação Infantil - Brejinho de Nazaré/TO,Concluída,Brejinho de Nazaré,TO,77560000,"","",100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BREJINHO DE NAZARE,0,0
1426,830025 - Escola de Educação Infantil - Salgueiro/PE,Concluída,Salgueiro,PE,56000000,Rua Otávio Leitinho,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SALGUEIRO,0,0
1427,830015 Escola de Educação Inf - Santa Cruz do Capibaribe/PE,Concluída,Santa Cruz do Capibaribe,PE,55190000,Rua Major Negrinho,Bairro Novo,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SANTA CRUZ DO CAPIBARIBE,0,0
1428,700013 - Escola de Educação Infantil - Lagoa de Pedras/RN,Concluída,Lagoa de Pedras,RN,59244000,Rua Coronel Francisco Tomaz,Centro,100,2014-09-03,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE LAGOA DE PEDRAS,0,0
1429,700045 - Escola de Educação Infantil - Tipo B- Luís Gomes/RN,Obra Cancelada,Luís Gomes,RN,59940000,Rua Doutor Adolfo Paulino,Centro,0,,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE LUIS GOMES,0,0
1430,830096 - Escola de Educação Infantil - Macaíba/RN,Concluída,Macaíba,RN,59280000,Rua Projetada s/n,Traíras,100,2015-01-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE MACAIBA,0,0
1431,700034 Escola de Educação Infantil - Ouro Branco/AL,Concluída,Ouro Branco,AL,57525000,Rua Sebastião Vieira da Rocha,Centro,100,2015-07-31,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE OURO BRANCO,0,0
1432,830103 -Escola de Educação Infantil - Formoso do Araguaia/TO,Inacabada,Formoso do Araguaia,TO,77470000,Rua Rio Formoso,Setor Central,89.31,2016-11-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE FORMOSO DO ARAGUAIA,0,0
1433,830097 - Escola de Educação Infantil - Guaraí/TO,Concluída,Guaraí,TO,77700000,Rua da Liberdade com Av. Paulista,Setor Alvorada 2ª etapa,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE GUARAI,0,0
1434,710278 - Escola de Educação Infantil - Curralinhos/PI,Concluída,Curralinhos,PI,64453000,Avenida Boa Esperança,Centro,96.54,2014-06-03,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CURRALINHOS,0,0
1435,830008 - Escola de Educação Infantil - Lucrécia/RN,Concluída,Lucrécia,RN,59805000,Avenida Luiz Solano,Centro,99.24,2015-11-03,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE LUCRECIA,0,0
1436,830013 - Escola de Educação Infantil - Major Sales/RN,Concluída,Major Sales,RN,59945000,Rua Jose Viana Pereira,Centro,99.27,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE MAJOR SALES,0,0
1437,830092 - Escola de Educação Infantil - Oliveira/MG,Concluída,Oliveira,MG,35540000,Alameda Nossa Senhora de Fátima,Cabrais,97.88,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE OLIVEIRA,0,0
1438,710041 - Escola de Educação Infantil -Tipo B- Ouro Branco/MG,Concluída,Ouro Branco,MG,36420000,Av. Ouro Preto,1° de Maio,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE OURO BRANCO,0,0
1439,830151 - Escola de Educação Infantil - Tipo B - Ouro Fino/MG,Concluída,Ouro Fino,MG,37570000,Rua Projetada (Rua 1),Centro,100,2014-12-31,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE OURO FINO,0,0
1441,830421 - Escola de Educação Infantil - Papagaios/MG,Concluída,Papagaios,MG,35669000,Rua Principal,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PAPAGAIOS,0,0
1442,710115 - Escola de Educação Infantil - Pará de Minas/MG,Concluída,Pará de Minas,MG,35661249,Rua Altino Correia Viana,Jardim Beatriz,100,2015-04-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PARA DE MINAS,0,0
1443,830282 - Escola de Educação Infantil - Tipo B - Aracoiaba/CE,Concluída,Aracoiaba,CE,62750000,Rua Coronel Raimundo de Castro e Silva,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARACOIABA,0,0
1444,830287 - Escola de Educação Infantil - Paraisópolis/MG,Concluída,Paraisópolis,MG,37660000,Travessa Dr. Álvaro Augusto de Almeida,Centro,99.99,2017-10-11,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PARAISOPOLIS,0,0
1445,830299 - Escola de Educação Infantil - Passos/MG,Concluída,Passos,MG,37900000,Rua Realino Cassiano Alves,Morada Nova,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PASSOS,0,0
1446,830212 - Escola de Educação Infantil - Patos de Minas/MG,Concluída,Patos de Minas,MG,38701634,Rua Amazílio Ferreira de Camargos,Nossa Senhora de Fátima,100,2014-03-26,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PATOS DE MINAS,0,0
1447,710057 - Escola de Educação Inf - São Gonçalo do Piauí/PI,Concluída,São Gonçalo do Piauí,PI,64435000,Rua Adonias Coelho,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE SAO GONCALO DO PIAUI,0,0
1449,710158 - Escola de Educação Infantil - Barão de Antonina/SP,Concluída,Barão de Antonina,SP,18490000,Av. Brasilia,Centro,100,2014-01-25,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BARAO DE ANTONINA,0,0
1450,830248 - Escola de Educação Infantil - Parnaíba/PI,Concluída,Parnaíba,PI,64216290,Rua Faustino Bastos,São Vicente de Paula,100,2013-12-27,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE PARNAÍBA,0,0
1451,830118 - Escola de Educação Infantil - Prata do Piauí/PI,Concluída,Prata do Piauí,PI,64370000,Rua Cineas M. Melo,Cerâmica,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PRATA DO PIAUI,0,0
1452,830318 - Escola de Educação Infantil - Araraquara/SP,Concluída,Araraquara,SP,14806467,Rua José Rodrigues dos Santos,Jardim Indaiá,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARARAQUARA,0,0
1453,830354 - Escola de Educação Infantil - Batatais/SP,Concluída,Batatais,SP,14300000,rua hugo fiocco,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREFEITURA MUNICIPAL DE BATATAIS,0,0
1454,830216 - Escola de Educação Infantil - Bauru/SP,Concluída,Bauru,SP,17026834,Rua Luiz Marcílio Bernardo,Núcleo Habitacional Nobuji Nagasawa,96.18,2013-11-18,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BAURU,0,0
1455,830317 - Escola de Educação Infantil - Bebedouro/SP,Concluída,Bebedouro,SP,14706234,Alameda Doutor Plínio de Brito,Jardim Califórnia,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BEBEDOURO,0,0
1456,830024 - Escola de Educação Infantil - Surubim/PE,Concluída,Surubim,PE,55750000,Rua Aníbal Silva Rego,Coqueiro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SURUBIM,0,0
1458,830310 Escola de Educação Infantil - Paraíso do Tocantins/TO,Inacabada,Paraíso do Tocantins,TO,77600000,"Rua Mamede Bucar, QR 22",Setor Central,11.72,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PARAISO DO TOCANTINS,0,0
1459,700024 - Escola de Educação Infantil - Sátiro Dias/BA,Concluída,Sátiro Dias,BA,48485000,Praça Juracy Magalhães Junior,Centro,100,2015-10-23,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SATIRO DIAS,0,0
1460,700046 - Escola de Educação Infantil - Araripe/CE,Concluída,Araripe,CE,63170000,"RUA L, LOTEAMENTO NOVO ARARIPE,",BAIRRO SIPAÚBA,100,2014-03-13,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ARARIPE,0,0
1461,710045 - Escola de Educação Infantil - Bela Cruz/CE,Concluída,Bela Cruz,CE,62570000,Rua Coronel Duca,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,MUNICIPIO DE BELA CRUZ/PREFEITURA MUNICIPAL,0,0
1462,710287 - Escola de Educação Infantil - Brejo Santo/CE,Obra Cancelada,Brejo Santo,CE,63260000,Rua Napoleão Araújo Lima,Centro,0,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BREJO SANTO,0,0
1463,830032 - Escola de Educação Infantil - Camocim/CE,Concluída,Camocim,CE,62400000,Rua Projetada,São Francisco,100,2015-06-25,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAMOCIM,0,0
1464,700030 - Escola de Educação Infantil - Vitória do Xingu/PA,Concluída,Vitória do Xingu,PA,68383000,Avenida Manoel Félix de Farias,Centro,100,2016-03-01,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE VITORIA DO XINGU,0,0
1465,830066 - Escola de Educação Infantil - Barbalha/CE,Concluída,Barbalha,CE,63180000,"","",100,2014-02-12,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BARBALHA,0,0
1466,830434 -Escola de Educação Infantil - Teixeira de Freitas/BA,Concluída,Teixeira de Freitas,BA,45995000,Rua João Trinta,Tancredo Neves,100,2012-02-22,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE TEIXEIRA DE FREITAS,0,0
1467,830041 - Escola de Educação Infantil - Caucaia/CE,Concluída,Caucaia,CE,61600000,Avenida 01,Nova Metrópole V,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAUCAIA,0,0
1468,710007 - Escola de Educação Infantil - Cruz/CE,Concluída,Cruz,CE,62595000,Av. Ismael Manuel,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CRUZ,0,0
1469,830060 - Escola de Educação Infantil - Pompéu/MG,Concluída,Pompéu,MG,35640000,Rua Paraná,Nossa Senhora da Conceição,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE POMPEU,0,0
1470,710061 - Escola de Educação Infantil - Boituva/SP,Concluída,Boituva,SP,18550000,Av. Carmem Violeta Ferriello Holtz,Terras de Santa Cruz,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE BOITUVA,0,0
1471,710309 - Escola de Educação Inf - Bom Jesus dos Perdões/SP,Planejamento pelo proponente,Bom Jesus dos Perdões,SP,12955000,Rua João Franco de Camargo,Centro,0,,Projeto 1 Convencional,Municipal,PREF MUN DE BOM JESUS DOS PERDOES,1,0
1472,710162 - Escola de Educação Infantil - Estrela do Indaiá/MG,Concluída,Estrela do Indaiá,MG,35613000,Rua Cândido Rodrigues,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE ESTRELA DO INDAIA,0,0
1475,830268 - Escola de Educação Infantil - Cabeceira Grande/MG,Concluída,Cabeceira Grande,MG,38625000,RUA DEPUTADO MANOEL JOSÉ DE ALMEIDA,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CABECEIRA GRANDE,0,0
1476,830161 - Escola de Educação Infantil - Herval dOeste/SC,Concluída,Herval d'Oeste,SC,89610000,Rua Nereu Ramos,Centro,100,2013-12-10,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE HERVAL DOESTE,0,0
1477,830198 - Escola de Educação Infantil - Ibirama/SC,Concluída,Ibirama,SC,89143000,Rua Vidal Ramos Junior,Distrito de Dalbérgia,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE IBIRAMA,0,0
1478,710193 - Escola de Educ Infantil - São Miguel das Missões/RS,Concluída,São Miguel das Missões,RS,98865000,Rua Arnaldo Daher Boays,ALEGRIA,100,2013-08-15,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SAO MIGUEL DAS MISSOES,0,0
1479,700007 - Escola de Educação Infantil - São Pedro do Sul/RS,Concluída,São Pedro do Sul,RS,97400000,Rua Lindolfo Agne,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SAO PEDRO DO SUL,0,0
1480,830260 - Escola de Educação Infantil - Tipo B - Sapiranga/RS,Concluída,Sapiranga,RS,93800000,Rua são jacó,São Jacó,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SAPIRANGA,0,0
1481,710135 - Escola de Educação Infantil - Sapucaia do Sul/RS,Concluída,Sapucaia do Sul,RS,93224484,Rua Anjo Gabriel,Pasqualini,93.18,2016-05-30,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SAPUCAIA DO SUL,0,0
1482,710036 - Escola de Educação Infantil - Capitólio/MG,Concluída,Capitólio,MG,37930000,Rua Coronel Lourenço Belo,Centro,100,2014-09-24,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CAPITOLIO,0,0
1483,830374 - Escola de Educação Infantil - Carangola/MG,Concluída,Carangola,MG,36800000,Rua Machado de Assis,Triângulo,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CARANGOLA,0,0
1484,830406 - Escola de Educação Infantil - Carmo do Cajuru/MG,Concluída,Carmo do Cajuru,MG,35510000,Rua José Demétrio Coelho,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE CARMO DO CAJURU,0,0
1485,830139 - Escola de Educação Inf - Santa Cruz de Minas/MG,Obra Cancelada,Santa Cruz de Minas,MG,36328000,Rua Getúlio Vargas,Centro,0,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SANTA CRUZ DE MINAS,0,0
1486,700113 - Escola de Educação Infantil - Pedras de Fogo/PB,Inacabada,Pedras de Fogo,PB,58328000,Rua Maria Augusta de Souza 02,Planalto,0,2015-12-31,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE PEDRAS DE FOGO,0,0
1487,700010 - Escola de Educação Infantil - Tipo B - Macaúbas/BA,Concluída,Macaúbas,BA,46500000,Rua Castro Alves,Centro,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE MACAUBAS,0,0
1488,700112 - Escola de Educação Infantil - Medeiros Neto/BA,Concluída,Medeiros Neto,BA,45960000,Rua João Pessoa,Uldurico Pinto,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE MEDEIROS NETO,0,0
1489,830301 - Escola de Educação Infantil - João Pinheiro/MG,Concluída,João Pinheiro,MG,38770000,Rua Francisco Martins Galvão,Primavera,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE JOAO PINHEIRO,0,0
1490,830010 - Escola de Educação Infantil - Tipo B -Sobradinho/RS,Concluída,Sobradinho,RS,96900000,Rua Modesto Mariani,Varzea Grande,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SOBRADINHO,0,0
1491,830245 - Escola de Educação Infantil - Soledade/RS,Concluída,Soledade,RS,99300000,Rua Serafim Santos Vaz,Missões,100,,Escola de Educação Infantil Tipo B,Municipal,PREF MUN DE SOLEDADE,0,0
